taxid	description
1027247	Unclassified Bovine astrovirus B76-2/HK
1027248	Unclassified Bovine astrovirus B76/HK
11191	Murine respirovirus
11234	Measles morbillivirus
11240	Phocine morbillivirus
11246	Bovine orthopneumovirus
1027244	Unclassified Bovine astrovirus B170/HK
11620	Lassa mammarenavirus
11623	Lymphocytic choriomeningitis mammarenavirus
1027245	Unclassified Bovine astrovirus B18/HK
11628	Machupo mammarenavirus
11663	Unclassified Ovine lentivirus
11642	Simian foamy virus,Western lowland gorilla simian foamy virus
11642	Simian foamy virus,Western chimpanzee simian foamy virus
11642	Simian foamy virus,Eastern chimpanzee simian foamy virus
11636	Reticuloendotheliosis virus
11673	Feline immunodeficiency virus
11768	Feline leukemia virus
11788	Unclassified Abelson murine leukemia virus
11819	Unclassified Spleen focus-forming virus
11834	Unclassified RD114 retrovirus
11856	Squirrel monkey retrovirus
11886	Avian leukosis virus,Rous sarcoma virus
11976	Rabbit hemorrhagic disease virus
11978	Feline calicivirus
12064	Enterovirus E
12285	Black beetle virus,Flock House virus
12287	Black beetle virus,Flock House virus
12542	Omsk hemorrhagic fever virus
12657	Equid gammaherpesvirus 2
12730	Human respirovirus 1
12643	Cowpox virus,Ectromelia virus
12643	Ectromelia virus
12643	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus
12643	Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus
12643	Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Vaccinia virus,Ectromelia virus
12643	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Variola virus,Ectromelia virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus
12643	Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
12643	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Camelpox virus
12643	Cowpox virus,Ectromelia virus,Camelpox virus
12643	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus
12643	Cowpox virus,Monkeypox virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Vaccinia virus,Ectromelia virus
12643	Cowpox virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
12643	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Taterapox virus,Camelpox virus
12643	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus
28295	Porcine epidemic diarrhea virus
28344	Betaarterivirus suid 1,Betaarterivirus suid 2,Porcine reproductive and respiratory syndrome virus
28344	Betaarterivirus suid 2,Porcine reproductive and respiratory syndrome virus
28873	Cowpox virus,Variola virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Camelpox virus
28873	Cowpox virus,Vaccinia virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Variola virus,Taterapox virus,Camelpox virus
28873	Vaccinia virus,Camelpox virus
28873	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
28873	Cowpox virus,Vaccinia virus,Variola virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
28873	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Camelpox virus
28873	Cowpox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Ectromelia virus,Camelpox virus
28873	Cowpox virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Vaccinia virus,Variola virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Variola virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Taterapox virus,Camelpox virus
28873	Monkeypox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Vaccinia virus,Taterapox virus,Camelpox virus
28873	Variola virus,Taterapox virus,Camelpox virus
28873	Cowpox virus,Monkeypox virus,Camelpox virus
28871	Cowpox virus,Variola virus,Taterapox virus
28871	Cowpox virus,Monkeypox virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Taterapox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus
28871	Cowpox virus,Vaccinia virus,Taterapox virus
28871	Cowpox virus,Monkeypox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Variola virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Monkeypox virus,Taterapox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Variola virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Vaccinia virus,Variola virus,Taterapox virus
28871	Cowpox virus,Vaccinia virus,Variola virus,Taterapox virus,Camelpox virus
28871	Variola virus,Taterapox virus
28871	Cowpox virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Ectromelia virus,Taterapox virus
28871	Taterapox virus
28871	Cowpox virus,Monkeypox virus,Variola virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Taterapox virus
28871	Cowpox virus,Vaccinia virus,Ectromelia virus,Taterapox virus
28871	Cowpox virus,Monkeypox virus,Vaccinia virus,Taterapox virus,Camelpox virus
28871	Variola virus,Taterapox virus,Camelpox virus
28871	Cowpox virus,Vaccinia virus,Variola virus,Taterapox virus
28874	Skunkpox virus,Volepox virus
28874	Volepox virus
28874	Raccoonpox virus,Skunkpox virus,Volepox virus
28874	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
28874	Raccoonpox virus,Volepox virus
28875	Rotavirus A
28875	Rotavirus A,Rotavirus C
31658	Unclassified Cell fusing agent virus
32603	Human betaherpesvirus 6A,Human betaherpesvirus 6B
32604	Human betaherpesvirus 6A,Human betaherpesvirus 6B
32604	Human betaherpesvirus 6B
33708	Murid gammaherpesvirus 4
33708	Murid gammaherpesvirus 7,Murid gammaherpesvirus 4
33708	Murid betaherpesvirus 1,Murid gammaherpesvirus 4
33756	European brown hare syndrome virus
35246	Cercopithecine alphaherpesvirus 9
35244	Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5
35244	Bovine alphaherpesvirus 1,Bovine alphaherpesvirus 5
35244	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5
35244	Bovine alphaherpesvirus 5
35244	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 1
35244	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Cervid alphaherpesvirus 1
35244	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
35250	Gallid alphaherpesvirus 3
35250	Gallid alphaherpesvirus 1,Gallid alphaherpesvirus 3
35252	Alcelaphine gammaherpesvirus 1
35297	Striped jack nervous necrosis virus,Redspotted grouper nervous necrosis virus
35302	Avian avulavirus 2
35310	Bwamba orthobunyavirus
35306	Manzanilla orthobunyavirus,Simbu orthobunyavirus
35306	Manzanilla orthobunyavirus,Ingwavuma orthobunyavirus,Simbu orthobunyavirus
35319	Tete orthobunyavirus
36427	Rotavirus H,Rotavirus C
36427	Rotavirus C
36427	Rotavirus A,Rotavirus C
37124	Chikungunya virus
37108	Meleagrid alphaherpesvirus 1
37108	Gallid alphaherpesvirus 2,Meleagrid alphaherpesvirus 1
37296	Human gammaherpesvirus 8
38170	Avian orthoreovirus
38416	Unclassified Simian adenovirus 19
38837	Banzi virus
38804	Yaba monkey tumor virus,Tanapox virus
40004	Tyuleniy virus
40051	Bluetongue virus
40053	Corriparta virus
40062	Warrego virus
43761	Barfin flounder nervous necrosis virus,Tiger puffer nervous necrosis virus
44024	Kokobera virus
43764	Barfin flounder nervous necrosis virus,Tiger puffer nervous necrosis virus
44026	Sepik virus
43763	Striped jack nervous necrosis virus,Redspotted grouper nervous necrosis virus
44088	Canarypox virus
45221	Latino mammarenavirus
45219	Guanarito mammarenavirus
45220	Flexal mammarenavirus
45455	Macacine gammaherpesvirus 10,Macacine gammaherpesvirus 4
45455	Macacine gammaherpesvirus 4
45455	Human gammaherpesvirus 4,Macacine gammaherpesvirus 10,Macacine gammaherpesvirus 4
47000	Equine rhinitis A virus
47681	Unclassified Enterovirus sp.
47929	Macacine betaherpesvirus 8,Macacine betaherpesvirus 3
47929	Macacine betaherpesvirus 3
49891	Pirital mammarenavirus
50290	Aotine betaherpesvirus 1
50292	Cercopithecine betaherpesvirus 5
50294	Psittacid alphaherpesvirus 1
55096	Ippy mammarenavirus
55744	Equid alphaherpesvirus 1,Equid alphaherpesvirus 9
55744	Equid alphaherpesvirus 1,Equid alphaherpesvirus 8,Equid alphaherpesvirus 9
55744	Equid alphaherpesvirus 8,Equid alphaherpesvirus 9
55744	Equid alphaherpesvirus 9
59563	Ilheus virus
59816	Yellowtail ascites virus
60876	Pixuna virus
60875	Mucambo virus
60877	Tonate virus
60879	Cabassou virus
62352	Eyach virus
64283	Entebbe bat virus
64286	Usutu virus
64285	Rio Bravo virus
64290	Bagaza virus,Israel turkey meningoencephalomyelitis virus
64293	Tembusu virus
64294	Yokose virus
64296	Edge Hill virus
64300	Modoc virus
64303	Aroa virus
64305	Cacipacore virus
64311	Kedougou virus
64317	Unclassified Sokoluk virus
64318	Unclassified Spondweni virus
64319	Yaounde virus
64320	Zika virus
69576	Unclassified Ovine enzootic nasal tumor virus
70793	Unclassified Turkey astrovirus
80341	Equid alphaherpesvirus 3
82676	Omikronpapillomavirus 1
85618	Ateline gammaherpesvirus 3
85618	Ateline gammaherpesvirus 2,Ateline gammaherpesvirus 3
85708	Porcine circovirus 1,Porcine circovirus 2
85655	Ranid herpesvirus 1
93678	Unclassified TTV-like mini virus
93386	Columbid alphaherpesvirus 1
93830	Unclassified Hantavirus Z10
99000	Yaba monkey tumor virus,Tanapox virus
104580	Kadipiro virus
104388	Anatid alphaherpesvirus 1
106331	Callitrichine gammaherpesvirus 3
108098	Human mastadenovirus B
122203	Reptilian ferlavirus
129726	Orf virus,Pseudocowpox virus
129726	Orf virus,Pseudocowpox virus,Bovine papular stomatitis virus
129726	Pseudocowpox virus
129726	Orf virus,Pseudocowpox virus,Parapoxvirus of red deer in New Zealand
129726	Orf virus,Pseudocowpox virus,Bovine papular stomatitis virus,Parapoxvirus of red deer in New Zealand
129727	Bovine papular stomatitis virus
129727	Orf virus,Pseudocowpox virus,Bovine papular stomatitis virus
129727	Orf virus,Pseudocowpox virus,Bovine papular stomatitis virus,Parapoxvirus of red deer in New Zealand
130308	Human mastadenovirus E
130309	Human mastadenovirus F
130499	Bovine atadenovirus D
133704	Porcine circovirus 1,Porcine circovirus 2
138950	Enterovirus C
138951	Enterovirus D
144752	Allpahuayo mammarenavirus
145856	Human picobirnavirus
146015	Elephantid betaherpesvirus 1
150286	Anguillid herpesvirus 1
154122	Unclassified Mink calicivirus
154334	Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 11
154334	Macacine gammaherpesvirus 5
154334	Macacine gammaherpesvirus 5,Macacine gammaherpesvirus 12
157619	Avian avulavirus 6
159141	Sathuperi orthobunyavirus,Aino orthobunyavirus
159141	Sathuperi orthobunyavirus,Shamonda orthobunyavirus,Schmallenberg orthobunyavirus
159148	Shuni orthobunyavirus,Aino orthobunyavirus
159148	Shuni orthobunyavirus
159148	Shuni orthobunyavirus,Aino orthobunyavirus,Peaton orthobunyavirus,Sango orthobunyavirus
159150	Shamonda orthobunyavirus,Schmallenberg orthobunyavirus
159150	Sathuperi orthobunyavirus,Shamonda orthobunyavirus,Schmallenberg orthobunyavirus
161675	Unclassified Tamana bat virus
160796	Skunkpox virus,Volepox virus
160796	Skunkpox virus
160796	Raccoonpox virus,Skunkpox virus,Volepox virus
160796	Raccoonpox virus,Skunkpox virus
160796	Cowpox virus,Monkeypox virus,Vaccinia virus,Variola virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus,Taterapox virus,Camelpox virus,Volepox virus
160796	Cowpox virus,Raccoonpox virus,Ectromelia virus,Skunkpox virus
164416	Wesselsbron virus
170325	Canid alphaherpesvirus 1
180230	Cyprinid herpesvirus 3
185782	Aquareovirus C
187984	Unclassified Seal parapoxvirus
188763	Panine betaherpesvirus 2
192848	Bear Canyon mammarenavirus
194965	Aichivirus B
202910	Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5
202910	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5
202910	Bubaline alphaherpesvirus 1
202910	Bubaline alphaherpesvirus 1,Cervid alphaherpesvirus 1
202910	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 1
202910	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Cervid alphaherpesvirus 1
202910	Bovine alphaherpesvirus 1,Bubaline alphaherpesvirus 1,Bovine alphaherpesvirus 5,Cervid alphaherpesvirus 2,Caprine alphaherpesvirus 1,Cervid alphaherpesvirus 1
208899	Cupixi mammarenavirus
218849	Unclassified Kamiti River virus
226613	Reptilian orthoreovirus
1048855	Unclassified Odrenisrou virus
237020	Porcine torovirus
239365	Unclassified Enzootic nasal tumour virus of goats
256729	Unclassified Lymphocystis disease virus - isolate China
265294	Ambystoma tigrinum virus
272636	Unclassified Adeno-associated virus
273350	Wyeomyia orthobunyavirus
273350	Bunyamwera orthobunyavirus,Wyeomyia orthobunyavirus
277944	Human coronavirus NL63
317858	Cyprinid herpesvirus 1
317878	Cyprinid herpesvirus 2
1055750	Unclassified Uriurana virus
332097	Rio Negro virus
336959	Unclassified Chicken astrovirus
336486	Turkeypox virus
338079	African green monkey simian foamy virus
338478	Macaque simian foamy virus
340907	Papiine alphaherpesvirus 2
340907	Macacine alphaherpesvirus 1,Papiine alphaherpesvirus 2
340907	Cercopithecine alphaherpesvirus 2,Papiine alphaherpesvirus 2
340907	Cercopithecine alphaherpesvirus 2,Macacine alphaherpesvirus 1,Papiine alphaherpesvirus 2
389214	Ranid herpesvirus 2
390844	Unclassified Culex flavivirus
390845	Unclassified Aedes flavivirus
393767	Unclassified Bat coronavirus 1A
405554	White bream virus
413258	Unclassified Simian adenovirus 8
436911	Unclassified Steller sea lion vesivirus
1074213	Unclassified Mouse kobuvirus M-5/USA/2010
463676	Rhinovirus C
486494	Unclassified Nounane virus
499556	Chapare mammarenavirus
508441	Ictalurid herpesvirus 2
548914	Unclassified Elephant endotheliotropic herpesvirus 4
576948	Unclassified Rabbit calicivirus Australia 1 MIC-07
577122	Unclassified T'Ho virus
590745	Unclassified Mus musculus mobilized endogenous polytropic provirus
611707	Tacaiuma orthobunyavirus
623144	Avian avulavirus 8
629727	Unclassified Chagres virus
629735	Unclassified Itaporanga virus
629736	Unclassified Gabek Forest virus
629740	Unclassified Rio Grande virus
631267	Unclassified Chaoyang virus
638660	Unclassified Short-finned eel ranavirus
643132	Unclassified Quang Binh virus
648998	Unclassified Penguinpox virus
667093	Unclassified Broome virus
687342	Torque teno virus 3
687386	Torque teno sus virus 1a,Torque teno sus virus 1b
693998	Rhinolophus bat coronavirus HKU2
693999	Scotophilus bat coronavirus 512
694007	Tylonycteris bat coronavirus HKU4
694006	Rousettus bat coronavirus HKU9
694008	Pipistrellus bat coronavirus HKU5
696863	Carp sprivivirus
694001	Miniopterus bat coronavirus HKU8
723802	Unclassified Simian retrovirus 4
740933	Unclassified Turkey parvovirus 1078
1105378	Unclassified Porcine astrovirus 2
1105379	Unclassified Porcine astrovirus 4
1137931	Unclassified Astrovirus wild boar/WBAstV-1/2011/HUN
1155188	Bovine rhinitis A virus
1157338	Unclassified Canine astrovirus
1159902	Common moorhen coronavirus HKU21
1159904	Night heron coronavirus HKU19
1159903	Unclassified Magpie-robin coronavirus HKU18
1159907	White-eye coronavirus HKU16
1159908	Wigeon coronavirus HKU20
1160968	Unclassified Rabbit coronavirus HKU14
1159906	Unclassified Sparrow coronavirus HKU17
1161132	Unclassified Rabbit astrovirus TN/2208/2010
1163715	Unclassified Gyrovirus GyV3
1165907	Unclassified Porcine bocavirus
1168547	Unclassified Acartia tonsa copepod circovirus
1170234	Feline morbillivirus
1173709	Unclassified Labidocera aestiva circovirus
1176484	Unclassified Canine vesivirus
1185359	Unclassified Bat sapovirus TLC58/HK
1213620	Unclassified Bhanja virus
1214955	Unclassified Gyrovirus 4
1233383	Unclassified Human cosavirus
1236407	Piliocolobus badius polyomavirus 1,Piliocolobus rufomitratus polyomavirus 1
1236410	Saimiri sciureus polyomavirus 1,Saimiri boliviensis polyomavirus 1
1241957	Unclassified Porcine parvovirus 5
1244565	Unclassified Ochlerotatus caspius flavivirus
1254425	Unclassified Porcine astrovirus 3
1254420	Unclassified Nanay virus
1261657	Murid betaherpesvirus 8,Murid betaherpesvirus 2
1281454	Unclassified Rodent hepacivirus
1303334	Human polyomavirus 12
1307800	Pegivirus A,Pegivirus C
1321391	Unclassified Rodent pegivirus
1329649	Unclassified Bat bocavirus
1329650	Unclassified Bat circovirus
1330070	Melegrivirus A
1330491	Cosavirus A
1330520	Enterovirus F
1330521	Enterovirus J
1335626	Middle East respiratory syndrome-related coronavirus
1340801	Unclassified Bat rotavirus
1343901	Unclassified Fruit bat alphaherpesvirus 1
1349999	Unclassified Goose astrovirus
1357321	Porcine respirovirus 1
1368616	Unclassified Brazoran virus
1380894	Unclassified Farfantepenaeus duorarum circovirus
1381104	Unclassified Leopards Hill virus
1405807	Unclassified Razdan virus
1406134	Unclassified Murrumbidgee virus
1408137	Unclassified Mobuck virus
1415627	Unclassified Gyrovirus Tu243
1415628	Unclassified Gyrovirus Tu789
1416745	Unclassified Salanga virus
1419711	Unclassified Penaeus monodon circovirus VN11
1420600	Unclassified Anguilla anguilla circovirus
1435485	Unclassified Bovine astrovirus
1440170	Madariaga virus
1440170	Eastern equine encephalitis virus,Madariaga virus
1452516	Unclassified Caprine kobuvirus
1456752	Unclassified Kama virus
1457322	Unclassified Arrabida virus
1472911	Unclassified Porcine parvovirus 6
1475143	Mink circovirus
1477515	Unclassified Chicken megrivirus
1503293	Unclassified BtRf-AlphaCoV/YN2012
1506568	Unclassified Cyclovirus ZM36a
1508228	Unclassified Wencheng Sm shrew coronavirus
1511907	Primate protoparvovirus 1
1525173	Unclassified Human circovirus VS6600022
1535290	Unclassified Torque teno mini virus ALA22
1535802	Gairo mammarenavirus
1535291	Unclassified Torque teno mini virus ALH8
1535247	Saimiriine betaherpesvirus 4
1548711	Unclassified Gyrovirus GyV7-SF
1562064	Unclassified Norway rat hunnivirus
1562065	Unclassified Norway rat pegivirus
1564099	Unclassified Silverwater virus
1564120	Unclassified Kaisodi virus
1564182	Unclassified San Miguel sea lion virus 8
1566298	Unclassified Paraiso Escondido virus
1566309	Unclassified Wellfleet Bay virus
1582094	Unclassified Cosavirus JMY-2014
1592081	Unclassified Sewage-associated gemycircularvirus 1
1604871	Unclassified Yak enterovirus
1608048	Unclassified Huangpi Tick Virus 2
1608056	Unclassified Lihan tick virus
1608084	Unclassified Tacheng Tick Virus 2
1608145	Unclassified Yongjia Tick Virus 1
1615583	Unclassified Vesivirus ferret badger/JX12/China/2012
1615758	Unclassified Tofla virus
1619218	Unclassified Simian torque teno virus 30
1619219	Unclassified Simian torque teno virus 31
1619220	Unclassified Simian torque teno virus 32
1622024	Unclassified Desmodus rotundus endogenous retrovirus
1629657	Unclassified Simian torque teno virus 34
1629656	Unclassified Simian torque teno virus 33
1633878	Unclassified Bovine hepacivirus
1634484	Badger associated gemykibivirus 1
1637496	Rotavirus I
1642436	Mariental mammarenavirus
1642458	Okahandja mammarenavirus
1647924	Unclassified Human papillomavirus KC5
1653304	Unclassified Fitzroy River virus
1659219	Unclassified Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN
1661392	Unclassified Victorian trout aquabirnavirus
1662272	Unclassified Dromedary astrovirus
1670662	Unclassified Bearded dragon parvovirus
1670973	Unclassified Gyrovirus GyV8
1678143	Orthohepevirus A
1678143	Orthohepevirus A,Orthohepevirus C
1708574	Unclassified Mercadeo virus
1708654	Unclassified Parramatta River virus
1712572	Unclassified Yogue virus
1721090	Unclassified Tasmanian aquabirnavirus
1725367	Unclassified Alcube virus
1746066	Unclassified Wenling shark virus
1755590	Kunsagivirus A
1764085	Unclassified Toros virus
1764086	Unclassified Zerdali virus
1764087	Unclassified Dashli virus
1766557	Unclassified Gallivirus Pf-CHK1/GV
1766559	Unclassified Avisivirus Pf-CHK1/AsV
1768064	Unclassified Tupaia hepatovirus A
1788315	Unclassified Rat bocavirus
1803956	Parechovirus A
1812179	Unclassified Bovine calicivirus strain Kirklareli
1822365	Unclassified Bovine retrovirus CH15
1844920	Unclassified Blacklegged tick phlebovirus 3
1849328	Unclassified Enterovirus goat/JL14
1859149	Unclassified Torque teno mini virus 18
1862978	Unclassified Etheostoma fonticola aquareovirus
1864484	Ungulate bocaparvovirus 6
1868221	Porcine circovirus 3
1891770	Mus musculus polyomavirus 2
1897538	Unclassified Common bean-associated gemycircularvirus
1898060	Unclassified Lymphocystis disease virus Sa
1902501	Rosavirus B
1902502	Rosavirus C
1903318	Unclassified Primate norovirus
1904408	Miniopterus schreibersii polyomavirus 1
1904409	Miniopterus schreibersii polyomavirus 2
1904439	Unclassified Simian retrovirus 8
1904411	Rousettus aegyptiacus polyomavirus 1
1908804	Unclassified Tetraparvovirus sp.
1908805	Unclassified Amdoparvovirus sp.
1914442	Unclassified Rodent astrovirus
1919083	Unclassified Cynomolgus cytomegalovirus
1926500	Unclassified Ambe virus
1926501	Unclassified Tapara virus
1926502	Unclassified Urucuri virus
1929150	Unclassified Enterovirus AN12
1930298	Unclassified Chicken stool-associated gemycircularvirus
1929964	Unclassified Rotavirus J
1930825	Unclassified Tai Forest alphavirus
1933272	Guajara orthobunyavirus
1940555	Unclassified Murine roseolovirus
1955493	Unclassified Orbivirus SX-2017a
1958777	Unclassified Bat sapelovirus
1959842	Unclassified Molossus molossus circovirus 1
1959844	Unclassified Molossus molossus circovirus 3
1959845	Unclassified Molossus molossus circovirus 4
1959930	Unclassified Bat sapovirus
1960046	Unclassified Hom-1 vesivirus
1961665	Unclassified Qinghai Himalayan marmot astrovirus 1
1961666	Unclassified Qinghai Himalayan marmot astrovirus 2
1963254	Unclassified Fall chinook aquareovirus
1964372	Unclassified Circovirus sp.
1964806	Unclassified Coronavirus AcCoV-JC34
1972565	Morreton vesiculovirus
1972566	Radi vesiculovirus
1972570	Malpais Spring vesiculovirus
1972623	Ngaingan hapavirus
1972626	Wongabel hapavirus
1980456	Andes orthohantavirus
1980458	Asikkala orthohantavirus
1980463	Cano Delgadito orthohantavirus
1980464	Cao Bang orthohantavirus
1980467	Dobrava-Belgrade orthohantavirus
1980471	Hantaan orthohantavirus
1980485	Prospect Hill orthohantavirus
1980486	Puumala orthohantavirus
1980489	Sangassou orthohantavirus
1980491	Sin Nombre orthohantavirus
1980490	Seoul orthohantavirus
1980915	Hirame novirhabdovirus
1983771	Unclassified Gemycircularvirus sp.
1985359	Pegivirus B,Pegivirus F
1985413	Soybean associated gemycircularvirus 1
1986118	Ball python nidovirus 1
2003650	Cosavirus D
2003651	Cosavirus E
2003652	Cosavirus F
2006585	Duck associated cyclovirus 1
2010960	Unclassified Bombali ebolavirus
2014339	Unclassified Tarumizu tick virus
2014603	Unclassified Dromedary camel bocaparvovirus 1
2014604	Unclassified Dromedary camel bocaparvovirus 2
2014960	Unclassified Linda virus
2016456	Unclassified Giant panda circovirus 1
2016457	Unclassified Giant panda circovirus 2
2016459	Unclassified Giant panda circovirus 4
2016458	Unclassified Giant panda circovirus 3
2016461	Unclassified Giant panda associated gemycircularvirus
2017712	Unclassified Porcine feces-associated gemycircularvirus
2017714	Unclassified Lupine bocavirus
2018685	Unclassified Tinamou hepatitis B virus
2022783	Unclassified Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota
2026129	Unclassified Taiwan bat lyssavirus
2034330	Unclassified Norway phlebovirus 1
2038728	Human associated cyclovirus 10
2041149	Unclassified Hedgehog dicipivirus
2045186	Unclassified Kampung Karu virus
2049444	Unclassified Gammapapillomavirus sp.
2053079	Unclassified Rhinolophus pusillus bocaparvovirus 1
2053080	Unclassified Rhinolophus pusillus bocaparvovirus 2
